Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
10/20/2020,10/21/2020,Red Hook,RH,1984.00,704000.00,,257556,RT-qPCR - N1
10/20/2020,10/21/2020,Rockaway,RK,2720.00,1880000.00,,117991,RT-qPCR - N1
10/20/2020,10/21/2020,Tallman Island,TI,2226.00,1100000.00,,457817,RT-qPCR - N1
10/20/2020,10/21/2020,Wards Island,WI,3026.00,1650000.00,,1173448,RT-qPCR - N1
10/25/2020,10/26/2020,26th Ward,26W,1652.00,990000.00,,318262,RT-qPCR - N1
10/25/2020,10/26/2020,Bowery Bay,BB,2430.00,856000.00,,894311,RT-qPCR - N1
10/25/2020,10/26/2020,Coney Island,CI,2615.00,1100000.00,,647635,RT-qPCR - N1
10/25/2020,10/26/2020,Hunts Point,HP,2678.00,1460000.00,,781885,RT-qPCR - N1
10/25/2020,10/26/2020,Jamaica Bay,JA,1754.00,663000.00,,735054,RT-qPCR - N1
10/25/2020,10/26/2020,Newtown Creek,NC,2759.00,1540000.00,,1227810,RT-qPCR - N1
10/25/2020,10/26/2020,North River,NR,1708.00,854000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,649549,RT-qPCR - N1
10/25/2020,10/26/2020,Oakwood Beach,OB,3822.00,1390000.00,,243910,RT-qPCR - N1
10/25/2020,10/26/2020,Owls Head,OH,5718.00,2100000.00,,923524,RT-qPCR - N1
10/25/2020,10/26/2020,Port Richmond,PR,2419.00,903000.00,,224516,RT-qPCR - N1
10/25/2020,10/26/2020,Red Hook,RH,744.00,264000.00,,257556,RT-qPCR - N1
10/25/2020,10/26/2020,Rockaway,RK,1272.00,759000.00,,117991,RT-qPCR - N1
10/25/2020,10/26/2020,Tallman Island,TI,1797.00,756000.00,,457817,RT-qPCR - N1
10/25/2020,10/26/2020,Wards Island,WI,2014.00,1060000.00,,1173448,RT-qPCR - N1
10/27/2020,10/28/2020,26th Ward,26W,1927.00,1100000.00,,318262,RT-qPCR - N1
10/27/2020,10/28/2020,Bowery Bay,BB,3913.00,1330000.00,,894311,RT-qPCR - N1
10/27/2020,10/28/2020,Coney Island,CI,2216.00,873000.00,,647635,RT-qPCR - N1
10/27/2020,10/28/2020,Hunts Point,HP,6656.00,4270000.00,,781885,RT-qPCR - N1
10/27/2020,10/28/2020,Jamaica Bay,JA,2605.00,975000.00,,735054,RT-qPCR - N1
10/27/2020,10/28/2020,Newtown Creek,NC,3132.00,1720000.00,,1227810,RT-qPCR - N1
10/27/2020,10/28/2020,North River,NR,1723.00,862000.00,,649549,RT-qPCR - N1
10/27/2020,10/28/2020,Oakwood Beach,OB,3148.00,1110000.00,,243910,RT-qPCR - N1
10/27/2020,10/28/2020,Owls Head,OH,7189.00,2430000.00,,923524,RT-qPCR - N1
10/27/2020,10/28/2020,Port Richmond,PR,4568.00,1730000.00,,224516,RT-qPCR - N1
10/27/2020,10/28/2020,Red Hook,RH,5298.00,1970000.00,,257556,RT-qPCR - N1
10/27/2020,10/28/2020,Rockaway,RK,884.00,499000.00,,117991,RT-qPCR - N1
10/27/2020,10/28/2020,Tallman Island,TI,1621.00,682000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,457817,RT-qPCR - N1
10/27/2020,10/28/2020,Wards Island,WI,3665.00,1920000.00,,1173448,RT-qPCR - N1
11/01/2020,11/02/2020,26th Ward,26W,1577.00,1500000.00,,318262,RT-qPCR - N1
11/01/2020,11/02/2020,Bowery Bay,BB,4299.00,2480000.00,,894311,RT-qPCR - N1
11/01/2020,11/02/2020,Coney Island,CI,2390.00,1210000.00,,647635,RT-qPCR - N1
11/01/2020,11/03/2020,Hunts Point,HP,2302.00,1830000.00,,781885,RT-qPCR - N1
11/01/2020,11/02/2020,Jamaica Bay,JA,2492.00,1250000.00,,735054,RT-qPCR - N1
11/01/2020,11/02/2020,Newtown Creek,NC,2597.00,1940000.00,,1227810,RT-qPCR - N1
11/01/2020,11/02/2020,North River,NR,1673.00,1000000.00,,649549,RT-qPCR - N1
11/01/2020,11/02/2020,Oakwood Beach,OB,2845.00,1340000.00,,243910,RT-qPCR - N1
11/01/2020,11/02/2020,Owls Head,OH,7666.00,3490000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,923524,RT-qPCR - N1
11/01/2020,11/02/2020,Port Richmond,PR,2801.00,1690000.00,,224516,RT-qPCR - N1
11/01/2020,11/02/2020,Red Hook,RH,775.00,471000.00,,257556,RT-qPCR - N1
11/01/2020,11/03/2020,Rockaway,RK,452.00,341000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),117991,RT-qPCR - N1
11/01/2020,11/02/2020,Tallman Island,TI,1086.00,758000.00,,457817,RT-qPCR - N1
11/01/2020,11/02/2020,Wards Island,WI,4160.00,2860000.00,,1173448,RT-qPCR - N1
11/03/2020,11/04/2020,26th Ward,26W,3616.00,2310000.00,Sample processing method slightly different due to supply chain issues,318262,RT-qPCR - N1
11/03/2020,11/04/2020,Bowery Bay,BB,5348.00,1900000.00,Sample processing method slightly different due to supply chain issues,894311,RT-qPCR - N1
11/03/2020,11/04/2020,Coney Island,CI,1145.00,489000.00,Sample processing method slightly different due to supply chain issues,647635,RT-qPCR - N1
11/03/2020,11/04/2020,Hunts Point,HP,1974.00,1250000.00,Sample processing method slightly different due to supply chain issues,781885,RT-qPCR - N1
11/03/2020,11/04/2020,Jamaica Bay,JA,5794.00,2260000.00,Sample processing method slightly different due to supply chain issues,735054,RT-qPCR - N1
11/03/2020,11/04/2020,Newtown Creek,NC,1219.00,666000.00,Sample processing method slightly different due to supply chain issues,1227810,RT-qPCR - N1
11/03/2020,11/04/2020,North River,NR,4016.00,2010000.00,Sample processing method slightly different due to supply chain issues,649549,RT-qPCR - N1
11/03/2020,11/04/2020,Oakwood Beach,OB,2845.00,1130000.00,Sample processing method slightly different due to supply chain issues,243910,RT-qPCR - N1
11/03/2020,11/04/2020,Owls Head,OH,5323.00,1890000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported - Sample processing method slightly different due to supply chain issues,923524,RT-qPCR - N1
11/03/2020,11/04/2020,Port Richmond,PR,8488.00,3690000.00,Sample processing method slightly different due to supply chain issues,224516,RT-qPCR - N1
11/03/2020,11/04/2020,Red Hook,RH,4098.00,1590000.00,Sample processing method slightly different due to supply chain issues,257556,RT-qPCR - N1
11/03/2020,11/04/2020,Rockaway,RK,966.00,546000.00,Sample processing method slightly different due to supply chain issues,117991,RT-qPCR - N1
11/03/2020,11/04/2020,Tallman Island,TI,2739.00,1500000.00,Sample processing method slightly different due to supply chain issues,457817,RT-qPCR - N1
11/03/2020,11/04/2020,Wards Island,WI,3604.00,1950000.00,Sample processing method slightly different due to supply chain issues,1173448,RT-qPCR - N1
11/08/2020,11/09/2020,26th Ward,26W,4401.00,2690000.00,,318262,RT-qPCR - N1
11/08/2020,11/09/2020,Bowery Bay,BB,15236.00,5240000.00,,894311,RT-qPCR - N1
11/08/2020,11/09/2020,Coney Island,CI,10920.00,4730000.00,,647635,RT-qPCR - N1
11/08/2020,11/09/2020,Hunts Point,HP,6518.00,3980000.00,,781885,RT-qPCR - N1
11/08/2020,11/09/2020,Jamaica Bay,JA,11355.00,4480000.00,,735054,RT-qPCR - N1
11/08/2020,11/09/2020,Newtown Creek,NC,9341.00,4950000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,1227810,RT-qPCR - N1
11/08/2020,11/09/2020,North River,NR,8430.00,3920000.00,,649549,RT-qPCR - N1
11/08/2020,11/09/2020,Oakwood Beach,OB,10368.00,3730000.00,,243910,RT-qPCR - N1
11/08/2020,11/09/2020,Owls Head,OH,12038.00,4320000.00,,923524,RT-qPCR - N1
11/08/2020,11/09/2020,Port Richmond,PR,12649.00,5080000.00,,224516,RT-qPCR - N1
11/08/2020,11/09/2020,Red Hook,RH,2186.00,849000.00,,257556,RT-qPCR - N1
11/08/2020,11/09/2020,Rockaway,RK,2072.00,1300000.00,,117991,RT-qPCR - N1
11/08/2020,11/09/2020,Tallman Island,TI,4169.00,1680000.00,,457817,RT-qPCR - N1
11/08/2020,11/09/2020,Wards Island,WI,8221.00,4330000.00,,1173448,RT-qPCR - N1
11/10/2020,11/11/2020,26th Ward,26W,5813.00,3330000.00,,318262,RT-qPCR - N1
11/10/2020,11/11/2020,Bowery Bay,BB,11977.00,4120000.00,,894311,RT-qPCR - N1
11/10/2020,11/11/2020,Coney Island,CI,4755.00,1980000.00,,647635,RT-qPCR - N1
11/10/2020,11/17/2020,Hunts Point,HP,646.00,372000.00,,781885,RT-qPCR - N1
11/10/2020,11/11/2020,Jamaica Bay,JA,11366.00,4250000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,735054,RT-qPCR - N1
11/10/2020,11/11/2020,Newtown Creek,NC,6375.00,3510000.00,,1227810,RT-qPCR - N1
11/10/2020,11/11/2020,North River,NR,7882.00,4080000.00,,649549,RT-qPCR - N1
11/10/2020,11/11/2020,Oakwood Beach,OB,7030.00,2560000.00,,243910,RT-qPCR - N1
11/10/2020,11/11/2020,Owls Head,OH,11226.00,4080000.00,,923524,RT-qPCR - N1
11/10/2020,11/11/2020,Port Richmond,PR,16314.00,6550000.00,,224516,RT-qPCR - N1
11/10/2020,11/11/2020,Red Hook,RH,9343.00,3630000.00,,257556,RT-qPCR - N1
11/10/2020,11/11/2020,Rockaway,RK,586.00,349000.00,Concentration below Method Limit of Quantification (above Method Limit of Detection),117991,RT-qPCR - N1
11/10/2020,11/11/2020,Tallman Island,TI,8766.00,3690000.00,,457817,RT-qPCR - N1
11/10/2020,11/11/2020,Wards Island,WI,8257.00,4400000.00,,1173448,RT-qPCR - N1
11/15/2020,11/16/2020,26th Ward,26W,2464.00,2310000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported - Sample processing method slightly different due to supply chain issues,318262,RT-qPCR - N1
11/15/2020,11/16/2020,Bowery Bay,BB,1601.00,898000.00,Sample processing method slightly different due to supply chain issues,894311,RT-qPCR - N1
11/15/2020,11/16/2020,Coney Island,CI,1733.00,913000.00,Sample processing method slightly different due to supply chain issues,647635,RT-qPCR - N1
11/15/2020,11/16/2020,Hunts Point,HP,4704.00,3510000.00,Sample processing method slightly different due to supply chain issues,781885,RT-qPCR - N1
11/15/2020,11/16/2020,Jamaica Bay,JA,18889.00,8790000.00,Sample processing method slightly different due to supply chain issues,735054,RT-qPCR - N1
11/15/2020,11/16/2020,Newtown Creek,NC,2296.00,1710000.00,Sample processing method slightly different due to supply chain issues,1227810,RT-qPCR - N1
11/15/2020,11/16/2020,North River,NR,815.00,440000.00,Sample processing method slightly different due to supply chain issues,649549,RT-qPCR - N1
11/15/2020,11/16/2020,Oakwood Beach,OB,2693.00,1160000.00,Sample processing method slightly different due to supply chain issues,243910,RT-qPCR - N1
11/15/2020,11/16/2020,Owls Head,OH,3418.00,1470000.00,Sample processing method slightly different due to supply chain issues,923524,RT-qPCR - N1
11/15/2020,11/16/2020,Port Richmond,PR,1681.00,1040000.00,Sample processing method slightly different due to supply chain issues,224516,RT-qPCR - N1
11/15/2020,11/16/2020,Red Hook,RH,985.00,633000.00,Sample processing method slightly different due to supply chain issues,257556,RT-qPCR - N1
11/15/2020,11/16/2020,Rockaway,RK,907.00,712000.00,Sample processing method slightly different due to supply chain issues,117991,RT-qPCR - N1
11/15/2020,11/16/2020,Tallman Island,TI,1741.00,1010000.00,Sample processing method slightly different due to supply chain issues,457817,RT-qPCR - N1
11/15/2020,11/16/2020,Wards Island,WI,2572.00,1550000.00,Sample processing method slightly different due to supply chain issues,1173448,RT-qPCR - N1
11/17/2020,11/18/2020,26th Ward,26W,4710.00,3130000.00,,318262,RT-qPCR - N1
11/17/2020,11/18/2020,Bowery Bay,BB,8786.00,3060000.00,,894311,RT-qPCR - N1
11/17/2020,11/18/2020,Coney Island,CI,3600.00,1860000.00,,647635,RT-qPCR - N1
11/17/2020,11/18/2020,Hunts Point,HP,4164.00,2480000.00,,781885,RT-qPCR - N1
11/17/2020,11/18/2020,Jamaica Bay,JA,3843.00,1460000.00,,735054,RT-qPCR - N1
11/17/2020,11/18/2020,Newtown Creek,NC,5830.00,3260000.00,,1227810,RT-qPCR - N1
11/17/2020,11/18/2020,North River,NR,4110.00,2030000.00,,649549,RT-qPCR - N1
11/17/2020,11/18/2020,Oakwood Beach,OB,3499.00,1550000.00,,243910,RT-qPCR - N1
11/17/2020,11/18/2020,Owls Head,OH,8488.00,2870000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,923524,RT-qPCR - N1
11/17/2020,11/18/2020,Port Richmond,PR,6784.00,2840000.00,,224516,RT-qPCR - N1
11/17/2020,11/18/2020,Red Hook,RH,4014.00,1560000.00,,257556,RT-qPCR - N1
11/17/2020,11/18/2020,Rockaway,RK,2098.00,1320000.00,,117991,RT-qPCR - N1
11/17/2020,11/18/2020,Tallman Island,TI,2573.00,1150000.00,,457817,RT-qPCR - N1
11/17/2020,11/18/2020,Wards Island,WI,5365.00,2820000.00,,1173448,RT-qPCR - N1
11/22/2020,11/23/2020,26th Ward,26W,9990.00,6250000.00,,318262,RT-qPCR - N1
11/22/2020,11/23/2020,Bowery Bay,BB,12422.00,4830000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,894311,RT-qPCR - N1
11/22/2020,11/23/2020,Coney Island,CI,5169.00,2180000.00,,647635,RT-qPCR - N1
11/22/2020,11/23/2020,Hunts Point,HP,8993.00,5720000.00,,781885,RT-qPCR - N1
11/22/2020,11/23/2020,Jamaica Bay,JA,11173.00,4290000.00,,735054,RT-qPCR - N1
11/22/2020,11/23/2020,Newtown Creek,NC,5481.00,3270000.00,,1227810,RT-qPCR - N1
11/22/2020,11/23/2020,North River,NR,10432.00,5160000.00,,649549,RT-qPCR - N1
11/22/2020,11/23/2020,Oakwood Beach,OB,2744.00,1060000.00,,243910,RT-qPCR - N1
11/22/2020,11/23/2020,Owls Head,OH,5310.00,2040000.00,,923524,RT-qPCR - N1
11/22/2020,11/23/2020,Port Richmond,PR,12186.00,5300000.00,,224516,RT-qPCR - N1
11/22/2020,11/23/2020,Red Hook,RH,7890.00,2930000.00,,257556,RT-qPCR - N1
11/22/2020,11/23/2020,Rockaway,RK,957.00,601000.00,,117991,RT-qPCR - N1
11/22/2020,11/23/2020,Tallman Island,TI,7163.00,3010000.00,,457817,RT-qPCR - N1
11/22/2020,11/23/2020,Wards Island,WI,9925.00,5350000.00,,1173448,RT-qPCR - N1
11/24/2020,11/25/2020,26th Ward,26W,10802.00,6750000.00,,318262,RT-qPCR - N1
11/24/2020,11/25/2020,Bowery Bay,BB,13482.00,4530000.00,,894311,RT-qPCR - N1
11/24/2020,11/25/2020,Coney Island,CI,5950.00,2840000.00,,647635,RT-qPCR - N1
11/24/2020,11/25/2020,Hunts Point,HP,10658.00,6400000.00,,781885,RT-qPCR - N1
11/24/2020,11/25/2020,Jamaica Bay,JA,16487.00,6170000.00,,735054,RT-qPCR - N1
11/24/2020,11/25/2020,Newtown Creek,NC,6555.00,3630000.00,,1227810,RT-qPCR - N1
11/24/2020,11/25/2020,North River,NR,6230.00,3080000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,649549,RT-qPCR - N1
11/24/2020,11/25/2020,Oakwood Beach,OB,14734.00,5670000.00,,243910,RT-qPCR - N1
11/24/2020,11/25/2020,Owls Head,OH,14167.00,4910000.00,,923524,RT-qPCR - N1
11/24/2020,11/25/2020,Port Richmond,PR,16923.00,6510000.00,,224516,RT-qPCR - N1
11/24/2020,11/25/2020,Red Hook,RH,6464.00,2400000.00,,257556,RT-qPCR - N1
11/24/2020,11/25/2020,Rockaway,RK,2785.00,1750000.00,,117991,RT-qPCR - N1
11/24/2020,11/25/2020,Tallman Island,TI,2903.00,1540000.00,,457817,RT-qPCR - N1
11/24/2020,11/25/2020,Wards Island,WI,8601.00,4580000.00,,1173448,RT-qPCR - N1
11/29/2020,11/30/2020,26th Ward,26W,9478.00,5930000.00,,318262,RT-qPCR - N1
11/29/2020,11/30/2020,Bowery Bay,BB,20669.00,7110000.00,,894311,RT-qPCR - N1
11/29/2020,11/30/2020,Coney Island,CI,37486.00,15800000.00,,647635,RT-qPCR - N1
11/29/2020,11/30/2020,Hunts Point,HP,15763.00,9550000.00,,781885,RT-qPCR - N1
11/29/2020,11/30/2020,Jamaica Bay,JA,5448.00,2090000.00,,735054,RT-qPCR - N1
11/29/2020,11/30/2020,Newtown Creek,NC,15280.00,8250000.00,,1227810,RT-qPCR - N1
11/29/2020,11/30/2020,North River,NR,7478.00,3570000.00,,649549,RT-qPCR - N1
11/29/2020,11/30/2020,Oakwood Beach,OB,14972.00,5870000.00,,243910,RT-qPCR - N1
11/29/2020,11/30/2020,Owls Head,OH,4830.00,1650000.00,,923524,RT-qPCR - N1
11/29/2020,11/30/2020,Port Richmond,PR,14272.00,5970000.00,,224516,RT-qPCR - N1
11/29/2020,11/30/2020,Red Hook,RH,6138.00,2180000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,257556,RT-qPCR - N1
11/29/2020,11/30/2020,Rockaway,RK,3372.00,2010000.00,,117991,RT-qPCR - N1
11/29/2020,11/30/2020,Tallman Island,TI,14808.00,6230000.00,,457817,RT-qPCR - N1
11/29/2020,11/30/2020,Wards Island,WI,9124.00,4740000.00,,1173448,RT-qPCR - N1
12/01/2020,12/02/2020,26th Ward,26W,6117.00,4380000.00,,318262,RT-qPCR - N1
12/01/2020,12/02/2020,Bowery Bay,BB,20411.00,7520000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,894311,RT-qPCR - N1
12/01/2020,12/02/2020,Coney Island,CI,9945.00,5190000.00,,647635,RT-qPCR - N1
12/01/2020,12/02/2020,Hunts Point,HP,7420.00,4940000.00,,781885,RT-qPCR - N1
12/01/2020,12/02/2020,Jamaica Bay,JA,18238.00,7280000.00,,735054,RT-qPCR - N1
12/01/2020,12/02/2020,Newtown Creek,NC,4656.00,2710000.00,,1227810,RT-qPCR - N1
12/01/2020,12/02/2020,North River,NR,5201.00,2630000.00,,649549,RT-qPCR - N1
12/01/2020,12/02/2020,Oakwood Beach,OB,5246.00,2300000.00,,243910,RT-qPCR - N1
12/01/2020,12/02/2020,Owls Head,OH,19180.00,6730000.00,,923524,RT-qPCR - N1
12/01/2020,12/02/2020,Port Richmond,PR,29725.00,14900000.00,,224516,RT-qPCR - N1
12/01/2020,12/02/2020,Red Hook,RH,4262.00,1580000.00,,257556,RT-qPCR - N1
12/01/2020,12/02/2020,Rockaway,RK,1970.00,1360000.00,,117991,RT-qPCR - N1
12/01/2020,12/02/2020,Tallman Island,TI,6422.00,3670000.00,,457817,RT-qPCR - N1
12/01/2020,12/02/2020,Wards Island,WI,11728.00,6840000.00,,1173448,RT-qPCR - N1
12/06/2020,12/07/2020,26th Ward,26W,11291.00,7790000.00,,318262,RT-qPCR - N1
12/06/2020,12/07/2020,Bowery Bay,BB,,,Analytical issue,894311,RT-qPCR - N1
12/06/2020,12/07/2020,Coney Island,CI,11944.00,6560000.00,,647635,RT-qPCR - N1
12/06/2020,12/07/2020,Hunts Point,HP,11143.00,7480000.00,,781885,RT-qPCR - N1
12/06/2020,12/07/2020,Jamaica Bay,JA,26163.00,10800000.00,This sample was analyzed in duplicate. The higher of the 2 results is reported,735054,RT-qPCR - N1
12/06/2020,12/07/2020,Newtown Creek,NC,10455.00,5820000.00,,1227810,RT-qPCR - N1
12/06/2020,12/07/2020,North River,NR,6659.00,3290000.00,,649549,RT-qPCR - N1
12/06/2020,12/07/2020,Oakwood Beach,OB,14322.00,6560000.00,,243910,RT-qPCR - N1
12/06/2020,12/07/2020,Owls Head,OH,22153.00,7860000.00,,923524,RT-qPCR - N1
12/06/2020,12/07/2020,Port Richmond,PR,23405.00,11400000.00,,224516,RT-qPCR - N1
12/06/2020,12/07/2020,Red Hook,RH,10940.00,4250000.00,,257556,RT-qPCR - N1
12/06/2020,12/07/2020,Rockaway,RK,8315.00,5220000.00,,117991,RT-qPCR - N1
12/06/2020,12/07/2020,Tallman Island,TI,11747.00,6520000.00,,457817,RT-qPCR - N1
12/06/2020,12/07/2020,Wards Island,WI,14669.00,8130000.00,,1173448,RT-qPCR - N1
